question,expected_answer,student_answer,normalized_score,source
Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes because the water has different materials in it and the materials have different atoms and stuff and that makes changes to what happens to them in water and their solubility.,1.0,scientsbank
"Maria weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, Jose found the sponge on the balance. It weighed 22 grams. Both students weighed the sponge accurately. Why were the masses different?",Some water evaporated from the sponge between the time Maria weighed the sponge and the time Jose weighed the sponge.,"Water has evaporated from the sponge over the night, making the sponge less heavy.",1.0,scientsbank
Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",That it is increasing by the matter of seconds.,0.0,scientsbank
"Oil, water, and corn syrup are layered in a tall, thin container. All are at the same temperature. What does the layering tell you about the density of the oil compared to the corn syrup?",Oil is less dense than corn syrup.,That they are both thick but corn syrup is thicker.,0.0,scientsbank
What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,"a list of objects that follow the rule first in first out, essentially a linked list that goes in order of the first object in the list is the first to be taken off.",1.0,mohler
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,You would see what it is reflecting.,0.5,scientsbank
Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The ball-and-socket joint ___.,"rotates. moves in all directions. moves up-and-down, back-and-forth, and side-to-side.",Moves by circling.,1.0,scientsbank
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,If she sees different colored pigments.,1.0,scientsbank
What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",A finite set of nodes that starts with the root and terminates with leaves.,0.8,mohler
2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. What should the groups do to make their results more useful?,Use a standard unit of mass like grams.,Always use grams to know who much it weighs.,1.0,scientsbank
